LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,MSSubClass_SC120,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_1,Alley_2,Alley_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0,9.457278572,1.098612289,1.609437912,1.609437912,1.098612289,7,1.791759469,7.595889918,7.595889918,4.983606622,1.609437912,1.386294361,1.609437912,1.386294361,1.386294361,6,7.325807503,0.693147181,0,0,7.325807503,1.609437912,7.405495663,0,0,7.405495663,0.693147181,0.693147181,2,0,2,0.693147181,4,1.791759469,2.197224577,0.693147181,3,7.595889918,2,569,1.386294361,1.386294361,1.098612289,4.394449155,0,0,0,5.983936281,0,0,0,2009,3,1.098612289,0,0.693147181,0.693147181,1,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,1.386294361,1707,0,6,1.098612289,0,6.345636361,0.693147181,2,3.5,8.059276223,7.405495663,5.983936281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
77,9.058819564,1.098612289,1.386294361,1.609437912,1.386294361,4,1.945910149,7.579678823,7.579678823,0,1.386294361,1.386294361,1.386294361,1.386294361,0,3,5.666426688,0.693147181,0,6.429719478,6.811244379,1.791759469,6.811244379,0,0,6.811244379,0,0,1,0,3,0.693147181,3,1.791759469,2.197224577,0,0,7.583247524,1,352,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,24,2.302585093,2.302585093,1.386294361,0,1056,0,4,0.693147181,0,5.866468057,0,1,1,7.503840747,6.811244379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
64,8.819221858,1.098612289,1.609437912,1.609437912,1.386294361,7,1.791759469,7.604894481,7.604894481,4.691347882,1.609437912,1.386294361,1.609437912,1.386294361,0,6,6.499787041,0.693147181,0,6.300785795,7.097548851,1.791759469,7.097548851,0,0,7.097548851,0.693147181,0,2,0,2,0.693147181,4,1.945910149,2.197224577,0,0,7.604894481,2,628,1.386294361,1.386294361,1.098612289,4.663439094,4.007333185,0,0,0,0,0,0,2007,3,1.098612289,0,0.693147181,0.693147181,0,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,0,1884,0,6,1.098612289,0,6.444131257,0,2,3,7.790282381,7.097548851,4.007333185,1,0.693147181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
130,9.346443455,1.098612289,1.386294361,1.609437912,1.386294361,6,1.791759469,7.595387279,7.595387279,0,1.386294361,1.386294361,1.609437912,1.386294361,0.693147181,6,6.913737351,0.693147181,0,5.96100534,7.239214974,1.386294361,7.253470383,0,0,7.253470383,0.693147181,0,2,0,3,0.693147181,4,1.945910149,2.197224577,0.693147181,3,7.595387279,2,576,1.386294361,1.386294361,1.098612289,0,0,5.135798437,0,0,0,0,0,2009,2,1.098612289,0,0.693147181,0.693147181,1,1.609437912,2,0.693147181,1.098612289,0.693147181,0.693147181,2,0.693147181,0.693147181,30,2.302585093,2.302585093,1.609437912,1.386294361,1728,0,4,0.693147181,0,6.357842267,0.693147181,2,3,7.939158818,7.253470383,5.135798437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,7.427144133,1.098612289,1.609437912,1.609437912,1.386294361,6,1.791759469,7.586803535,7.586803535,5.451038454,1.386294361,1.386294361,1.386294361,1.386294361,0,5,5.96100534,0.693147181,0,4.574710979,6.182084907,1.386294361,6.182084907,6.224558429,0,6.895682698,0,0,1,0.693147181,2,0.693147181,3,1.609437912,2.197224577,0,0,7.586803535,1,264,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,30,2.302585093,2.302585093,1.386294361,0,792,0,4,0.693147181,0,5.579729826,0,1,1.5,7.293697721,6.895682698,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,8.628197749,1.098612289,1.386294361,1.609437912,1.386294361,6,2.079441542,7.560601163,7.600402335,0,1.386294361,1.386294361,1.386294361,1.386294361,0,1,0,0.693147181,0,6.80461452,6.80461452,1.609437912,6.993015123,4.709530201,0,7.089243155,0,0,1,0,4,0.693147181,3,2.079441542,2.197224577,0,0,7.591357047,0,0,0,0,0,0,4.59511985,0,0,0,0,0,0,2008,2,1.386294361,0,0,0,0,1.609437912,1,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,42,0,2.302585093,1.386294361,0,0,0,6,0.693147181,0,0,0,1,1,7.649692624,7.089243155,4.59511985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24,7.560601163,1.098612289,1.609437912,1.609437912,1.386294361,5,1.791759469,7.586803535,7.586803535,5.932245187,1.386294361,1.386294361,1.386294361,1.386294361,0,5,6.156978986,0.693147181,0,5.686975356,6.64118217,1.791759469,6.64118217,6.398594935,0,7.21964204,0.693147181,0,1,0.693147181,2,0.693147181,3,1.945910149,2.079441542,0,0,7.586803535,2,440,1.386294361,1.386294361,1.098612289,5.484796933,3.610917913,0,0,0,0,0,0,2007,2,1.098612289,0,0.693147181,0.693147181,0,1.386294361,1,1.098612289,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,25,2.302585093,2.302585093,1.386294361,0,1320,0,4,0.693147181,0,6.089044875,0,1,2.5,7.664346632,7.21964204,3.610917913,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
100,9.290998275,1.098612289,1.386294361,1.609437912,1.386294361,6,1.791759469,7.599901959,7.600402335,0,1.386294361,1.386294361,1.609437912,1.386294361,0,1,0,0.693147181,0,6.831953566,6.831953566,1.791759469,6.831953566,6.520621128,0,7.380879036,0,0,2,0.693147181,3,0.693147181,3,2.079441542,2.197224577,0.693147181,3,7.599901959,2,470,1.386294361,1.386294361,1.098612289,0,3.610917913,0,0,0,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,1,1.609437912,1,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,0.693147181,30,2.302585093,2.302585093,1.386294361,1.386294361,1410,0,4,0.693147181,0,6.154858094,0.693147181,1,2.5,7.836369761,7.380879036,3.610917913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,7.544861069,1.098612289,1.609437912,1.609437912,1.386294361,4,2.079441542,7.587310506,7.587310506,0,1.386294361,1.609437912,1.609437912,1.386294361,1.098612289,5,6.206575927,0.693147181,0,4.912654886,6.447305863,1.609437912,6.447305863,0,0,6.447305863,0.693147181,0,1,0,1,0.693147181,3,1.386294361,2.197224577,0,0,7.591357047,0,0,0,0,1.098612289,4.48863637,0,0,0,0,0,0,0,2008,2,1.386294361,0,0,0,0,1.609437912,1,1.098612289,1.098612289,0.693147181,0.693147181,2,1.098612289,0.693147181,28,0,2.564949357,1.386294361,0,0,0,6,1.098612289,0,0,0,1,2,7.139660336,6.447305863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,9.275003885,1.098612289,1.098612289,1.609437912,1.386294361,7,1.945910149,7.599401333,7.599401333,0,1.609437912,1.386294361,1.609437912,1.386294361,1.098612289,6,5.955837369,1.791759469,5.843544417,4.262679877,6.684611728,1.791759469,6.719013154,6.727431725,0,7.415776975,0.693147181,0,2,0.693147181,3,0.693147181,4,1.945910149,2.197224577,0.693147181,3,7.599401333,2,550,1.386294361,1.386294361,1.098612289,5.068904202,4.127134385,0,0,0,0,0,0,2009,3,1.098612289,0,0.693147181,0.693147181,1,1.609437912,2,1.098612289,1.098612289,1.098612289,0.693147181,2,0.693147181,1.098612289,42,2.302585093,2.564949357,1.609437912,1.386294361,1650,0,6,1.098612289,0,6.311734809,0.693147181,2,3.5,7.80832305,7.415776975,4.127134385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,8.389587067,1.098612289,1.609437912,1.609437912,1.386294361,6,2.197224577,7.560601163,7.576097341,0,1.386294361,1.386294361,1.098612289,1.386294361,0,1,0,0.693147181,0,6.475432717,6.475432717,1.386294361,6.599870499,5.953243334,0,7.020190708,0,0,1,0,2,0.693147181,3,1.945910149,2.197224577,0,0,7.596392304,2,440,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2006,2,1.386294361,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,48,2.302585093,2.302585093,1.386294361,0,1320,0,6,0.693147181,0,6.089044875,0,1,1,7.477038472,7.020190708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,8.699681401,1.098612289,1.609437912,1.609437912,1.386294361,6,2.079441542,7.563719668,7.60339934,0,1.609437912,1.386294361,1.386294361,1.386294361,0,1,0,0.693147181,0,6.785587645,6.785587645,1.609437912,6.807934944,0,0,6.807934944,0,0,1,0,2,0.693147181,3,1.609437912,2.197224577,0,0,7.563719668,1,180,1.386294361,1.386294361,1.098612289,0,0,4.663439094,0,0,0,0,0,2009,2,1.386294361,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,1.098612289,42,2.302585093,2.564949357,1.386294361,0,540,0,6,1.098612289,0,5.198497031,0,1,1,7.489412084,6.807934944,4.663439094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,8.361941906,1.098612289,1.609437912,1.609437912,1.386294361,5,1.945910149,7.556950572,7.602401336,0,1.386294361,1.386294361,1.386294361,1.386294361,0,2,5.902633333,0.693147181,0,4.33073334,6.089044875,1.386294361,6.543911846,0,0,6.543911846,0,0,1,0,2,0.693147181,4,1.609437912,2.197224577,0.693147181,4,7.596392304,1,352,1.609437912,1.386294361,0.693147181,0,0,3.555348061,0,0,0,0,0,2007,2,1.098612289,0,0.693147181,1.098612289,2,1.609437912,2,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,30,2.564949357,2.302585093,1.609437912,1.609437912,1408,0,4,0.693147181,0,6.558197803,1.098612289,2,1,7.03438793,6.543911846,3.555348061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
67,9.421816118,1.098612289,1.609437912,1.609437912,1.386294361,6,2.197224577,7.560601163,7.601402335,0,1.386294361,1.386294361,1.386294361,1.098612289,0.693147181,1,0,0.693147181,0,6.529418838,6.529418838,1.609437912,6.529418838,6.240275845,0,7.087573706,0,0,1,0,3,0.693147181,4,2.079441542,2.197224577,0,0,7.603897969,2,528,1.386294361,1.386294361,1.098612289,0,3.850147602,0,0,0,0,0,6.685860947,2009,2,1.386294361,0,0.693147181,0.693147181,0,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,48,2.302585093,2.302585093,1.609437912,0,1584,0,6,0.693147181,0,6.270988432,0,2,1,7.539558829,7.087573706,3.850147602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
